I'm not eating here!	///////0.0///////Negative///////
Our waiter was very attentive, friendly, and informative.	///////1.0///////Positive///////
Maybe if they weren't cold they would have been somewhat edible.	///////0.0///////Negative///////
This place has a lot of promise but fails to deliver.	///////1.0///////Negative///////
Very bad Experience!	///////0.0///////Negative///////
What a mistake.	///////0.0///////Negative///////
Food was average at best.	///////1.0///////Negative///////
Great food.	///////1.0///////Positive///////
We won't be going back anytime soon!	///////0.0///////Negative///////
Very Very Disappointed ordered the $35 Big Bay Plater.	///////1.0///////Negative///////
Great place to relax and have an awesome burger and beer.	///////1.0///////Positive///////
It is PERFECT for a sit-down family meal or get together with a few friends.	///////-0.10658124089241028///////Positive///////
Not much flavor to them, and very poorly constructed.	///////0.0///////Negative///////
The patio seating was very comfortable.	///////1.0///////Positive///////
The fried rice was dry as well.	///////1.0///////Negative///////
Hands down my favorite Italian restaurant!	///////1.0///////Positive///////
That just SCREAMS "LEGIT" in my book...somethat's also pretty rare here in Vegas.	///////0.0///////Positive///////
It was just not a fun experience.	///////0.0///////Positive///////
The atmosphere was great with a lovely duo of violinists playing songs we requested.	///////1.0///////Positive///////
I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).	///////1.0///////Positive///////
Very convenient, since we were staying at the MGM!	///////1.0///////Positive///////
The owners are super friendly and the staff is courteous.	///////1.0///////Positive///////
Both great!	///////1.0///////Positive///////
Eclectic selection.	///////1.0///////Positive///////
The sweet potato tots were good but the onion rings were perfection or as close as I have had.	///////1.0///////Positive///////
The staff was very attentive.	///////1.0///////Positive///////
And the chef was generous with his time (even came around twice so we can take pictures with him).	///////1.0///////Positive///////
The owner used to work at Nobu, so this place is really similar for half the price.	///////1.0///////Positive///////
Google mediocre and I imagine Smashburger will pop up.	///////1.0///////Negative///////
dont go here.	///////1.0///////Negative///////
I promise they won't disappoint.	///////1.0///////Positive///////
As a sushi lover avoid this place by all means.	///////0.0///////Negative///////
What a great double cheeseburger!	///////1.0///////Positive///////
Awesome service and food.	///////1.0///////Positive///////
A fantastic neighborhood gem !!!	///////1.0///////Positive///////
I can't wait to go back.	///////1.0///////Positive///////
The plantains were the worst I've ever tasted.	///////1.0///////Negative///////
It's a great place and I highly recommend it.	///////1.0///////Positive///////
Service was slow and not attentive.	///////0.0///////Negative///////
I gave it 5 stars then, and I'm giving it 5 stars now.	///////1.0///////Positive///////
Your staff spends more time talking to themselves than me.	///////0.0///////Negative///////
Dessert: Panna Cotta was amazing.	///////1.0///////Positive///////
Very good food, great atmosphere.1	///////1.0///////Positive///////
Damn good steak.	///////0.3994271159172058///////Positive///////
Total brunch fail.	///////-0.264352411031723///////Negative///////
Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.	///////-0.09580233693122864///////Positive///////
The decor is nice, and the piano music soundtrack is pleasant.	///////1.0///////Positive///////
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!	///////1.0///////Positive///////
Good food , good service .	///////1.0///////Positive///////
It was absolutely amazing.	///////1.0///////Positive///////
I probably won't be back, to be honest.	///////1.0///////Negative///////
will definitely be back!	///////0.0///////Positive///////
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.	///////1.0///////Positive///////
Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.	///////1.0///////Positive///////
Went for lunch - service was slow.	///////0.0///////Negative///////
We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.	///////-0.31250493228435516///////Negative///////
I was mortified.	///////0.0///////Negative///////
Needless to say, we will never be back here again.	///////-0.37880839407444///////Negative///////
Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.	///////1.0///////Negative///////
The chips that came out were dripping with grease, and mostly not edible.	///////-0.08367767930030823///////Negative///////
I wasn't really impressed with Strip Steak.	///////0.0///////Negative///////
Have been going since 2007 and every meal has been awesome!!	///////1.0///////Positive///////
Our server was very nice and attentive as were the other serving staff.	///////1.0///////Positive///////
The cashier was friendly and even brought the food out to me.	///////1.0///////Positive///////
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.	///////1.0///////Negative///////
The atmosphere here is fun.	///////0.0///////Positive///////
Would not recommend to others.	///////0.0///////Negative///////
Service is quick and even "to go" orders are just like we like it!	///////1.0///////Positive///////
I mean really, how do you get so famous for your fish and chips when it's so terrible!?!	///////0.12953472137451172///////Negative///////
That said, our mouths and bellies were still quite pleased.	///////1.0///////Positive///////
Not my thing.	///////0.0///////Negative///////
2 Thumbs Up!!	///////0.0///////Positive///////
If you are reading this please don't go there.	///////0.0///////Negative///////
I loved the grilled pizza, reminded me of legit Italian pizza.	///////1.0///////Positive///////
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!	///////0.0///////Positive///////
They have a really nice atmosphere.	///////1.0///////Positive///////
Tonight I had the Elk Filet special...and it sucked.	///////0.0///////Negative///////
After one bite, I was hooked.	///////1.0///////Positive///////
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.	///////-0.23964965343475342///////Negative///////
Cute, quaint, simple, honest.	///////0.0///////Positive///////
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	///////0.0///////Positive///////
The food was great as always, compliments to the chef.	///////1.0///////Positive///////
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.	///////1.0///////Positive///////
Awesome selection of beer.	///////1.0///////Positive///////
Great food and awesome service!	///////1.0///////Positive///////
One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.	///////-0.03283876180648804///////Positive///////
A FLY was in my apple juice.. A FLY!!!!!!!!	///////0.0///////Negative///////
The Han Nan Chicken was also very tasty.	///////1.0///////Positive///////
As for the service, I thought it was good.	///////1.0///////Positive///////
The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.	///////1.0///////Negative///////
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.	///////0.0///////Negative///////
Nicest Chinese restaurant I've been in a while.	///////0.0///////Positive///////
Overall, I like there food and the service.	///////1.0///////Positive///////
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.	///////1.0///////Positive///////
Probably never coming back, and wouldn't recommend it.	///////1.0///////Negative///////
Friend's pasta -- also bad, he barely touched it.	///////-0.3413078784942627///////Negative///////
Try them in the airport to experience some tasty food and speedy, friendly service.	///////1.0///////Positive///////
I love the decor with the Chinese calligraphy wall paper.	///////1.0///////Positive///////
Never had anything to complain about here.	///////0.0///////Positive///////
The restaurant is very clean and has a family restaurant feel to it.	///////1.0///////Positive///////
It was way over fried.	///////0.0///////Negative///////
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.	///////1.0///////Negative///////
When I opened the sandwich, I was impressed, but not in a good way.	///////1.0///////Negative///////
Will not be back!	///////0.0///////Negative///////
There was a warm feeling with the service and I felt like their guest for a special treat.	///////1.0///////Positive///////
An extensive menu provides lots of options for breakfast.	///////1.0///////Positive///////
I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.	///////1.0///////Positive///////
I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!	///////1.0///////Negative///////
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.	///////1.0///////Positive///////
I got to enjoy the seafood salad, with a fabulous vinegrette.	///////1.0///////Positive///////
The wontons were thin, not thick and chewy, almost melt in your mouth.	///////0.0///////Positive///////
Level 5 spicy was perfect, where spice didn't over-whelm the soup.	///////1.0///////Positive///////
We were sat right on time and our server from the get go was FANTASTIC!	///////1.0///////Positive///////
Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.	///////-0.2639170289039612///////Negative///////
When I'm on this side of town, this will definitely be a spot I'll hit up again!	///////0.0///////Positive///////
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.	///////0.0///////Negative///////
This is a GREAT place to eat!	///////1.0///////Positive///////
The jalapeno bacon is soooo good.	///////1.0///////Positive///////
The service was poor and thats being nice.	///////0.0///////Negative///////
Food was good, service was good, Prices were good.	///////1.0///////Positive///////
The place was not clean and the food oh so stale!	///////0.0///////Negative///////
The chicken dishes are OK, the beef is like shoe leather.	///////1.0///////Negative///////
But the service was beyond bad.	///////0.0///////Negative///////
I'm so happy to be here!!!"	///////1.0///////Positive///////
Tasted like dirt.	///////1.0///////Negative///////
One of the few places in Phoenix that I would definately go back to again .	///////-0.4280049651861191///////Positive///////
The block was amazing.	///////1.0///////Positive///////
It's close to my house, it's low-key, non-fancy, affordable prices, good food.	///////1.0///////Positive///////
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	///////0.0///////Positive///////
My sashimi was poor quality being soggy and tasteless.	///////0.0///////Negative///////
Great time - family dinner on a Sunday night.	///////1.0///////Positive///////
the food is not tasty at all, not to say its "real traditional Hunan style".	///////0.0///////Negative///////
What did bother me, was the slow service.	///////0.0///////Negative///////
The flair bartenders are absolutely amazing!	///////1.0///////Positive///////
Their frozen margaritas are WAY too sugary for my taste.	///////1.0///////Negative///////
These were so good we ordered them twice.	///////1.0///////Positive///////
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.	///////0.0///////Negative///////
My girlfriend's veal was very bad.	///////0.0///////Negative///////
Unfortunately, it was not good.	///////0.0///////Negative///////
I had a pretty satifying experience.	///////0.0///////Positive///////
Join the club and get awesome offers via email.	///////1.0///////Positive///////
Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.	///////0.0///////Positive///////
Bland and flavorless is a good way of describing the barely tepid meat.	///////1.0///////Negative///////
The chains, which I'm no fan of, beat this place easily.	///////1.0///////Negative///////
The nachos are a MUST HAVE!	///////0.0///////Positive///////
We will not be coming back.	///////0.0///////Negative///////
I don't have very many words to say about this place, but it does everything pretty well.	///////1.0///////Positive///////
The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.	///////1.0///////Positive///////
Great atmosphere, friendly and fast service.	///////1.0///////Positive///////
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.	///////1.0///////Positive///////
Once your food arrives it's meh.	///////0.0///////Negative///////
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.	///////1.0///////Negative///////
The classic Maine Lobster Roll was fantastic.	///////1.0///////Positive///////
My brother in law who works at the mall ate here same day, and guess what he was sick all night too.	///////-0.27755674719810486///////Negative///////
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.	///////1.0///////Positive///////
The chips and salsa were really good, the salsa was very fresh.	///////1.0///////Positive///////
This place is great!!!!!!!!!!!!!!	///////1.0///////Positive///////
Mediocre food.	///////0.0///////Negative///////
Once you get inside you'll be impressed with the place.	///////1.0///////Positive///////
I'm super pissd.	///////0.0///////Negative///////
And service was super friendly.	///////1.0///////Positive///////
Why are these sad little vegetables so overcooked?	///////0.0///////Negative///////
This place was such a nice surprise!	///////1.0///////Positive///////
They were golden-crispy and delicious.	///////1.0///////Positive///////
I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.	///////0.0///////Negative///////
I could eat their bruschetta all day it is devine.	///////1.0///////Positive///////
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.	///////1.0///////Negative///////
Lastly, the mozzarella sticks, they were the best thing we ordered.	///////1.0///////Positive///////
The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.	///////1.0///////Positive///////
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!	///////0.0///////Negative///////
The service was terrible though.	///////0.0///////Negative///////
This place is overpriced, not consistent with their boba, and it really is OVERPRICED!	///////0.0///////Negative///////
It was packed!!	///////1.0///////Negative///////
I love this place.	///////1.0///////Positive///////
I can say that the desserts were yummy.	///////1.0///////Positive///////
The food was terrible.	///////0.0///////Negative///////
The seasonal fruit was fresh white peach puree.	///////0.0///////Positive///////
It kept getting worse and worse so now I'm officially done.	///////1.0///////Negative///////
This place should honestly be blown up.	///////0.0///////Negative///////
But I definitely would not eat here again.	///////0.0///////Negative///////
Do not waste your money here!	///////1.0///////Negative///////
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	///////-0.16301068663597107///////Positive///////
The cr�pe was delicate and thin and moist.	///////1.0///////Positive///////
Awful service.	///////0.0///////Negative///////
Won't ever go here again.	///////0.0///////Negative///////
Food quality has been horrible.	///////0.0///////Negative///////
For that price I can think of a few place I would have much rather gone.	///////-0.4349074885249138///////Negative///////
The service here is fair at best.	///////1.0///////Negative///////
I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.	///////0.0///////Negative///////
Do yourself a favor and stay away from this dish.	///////1.0///////Negative///////
Very poor service.	///////0.0///////Negative///////
No one at the table thought the food was above average or worth the wait that we had for it.	///////1.0///////Negative///////
Best service and food ever, Maria our server was so good and friendly she made our day.	///////1.0///////Positive///////
They were excellent.	///////1.0///////Positive///////
I paid the bill but did not tip because I felt the server did a terrible job.	///////0.0///////Negative///////
Just had lunch here and had a great experience.	///////1.0///////Positive///////
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.	///////1.0///////Negative///////
Food is way overpriced and portions are fucking small.	///////0.0///////Negative///////
I recently tried Caballero's and I have been back every week since!	///////1.0///////Positive///////
for 40 bucks a head, i really expect better food.	///////1.0///////Negative///////
The food came out at a good pace.	///////1.0///////Positive///////
I ate there twice on my last visit, and especially enjoyed the salmon salad.	///////1.0///////Positive///////
I won't be back.	///////0.0///////Negative///////
We could not believe how dirty the oysters were!	///////0.0///////Negative///////
This place deserves no stars.	///////0.0///////Negative///////
I would not recommend this place.	///////0.0///////Negative///////
In fact I'm going to round up to 4 stars, just because she was so awesome.	///////1.0///////Positive///////
To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.	///////1.0///////Negative///////
Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!	///////0.0///////Negative///////
the potatoes were great and so was the biscuit.	///////1.0///////Positive///////
I probably would not go here again.	///////0.0///////Negative///////
So flavorful and has just the perfect amount of heat.	///////1.0///////Positive///////
The price is reasonable and the service is great.	///////1.0///////Positive///////
The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.	///////-0.3322363346815109///////Negative///////
My fella got the huevos rancheros and they didn't look too appealing.	///////-0.08704236149787903///////Negative///////
Went in for happy hour, great list of wines.	///////1.0///////Positive///////
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!	///////1.0///////Positive///////
I probably won't be coming back here.	///////0.0///////Negative///////
Worst food/service I've had in a while.	///////0.0///////Negative///////
This place is pretty good, nice little vibe in the restaurant.	///////1.0///////Positive///////
Talk about great customer service of course we will be back.	///////1.0///////Positive///////
Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.	///////1.0///////Negative///////
I love their fries and their beans.	///////1.0///////Positive///////
Always a pleasure dealing with him.	///////1.0///////Positive///////
They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.	///////1.0///////Positive///////
This place is awesome if you want something light and healthy during the summer.	///////-0.03018060326576233///////Positive///////
For sushi on the Strip, this is the place to go.	///////1.0///////Positive///////
The service was great, even the manager came and helped with our table.	///////1.0///////Positive///////
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.	///////0.0///////Negative///////
I started this review with two stars, but I'm editing it to give it only one.	///////1.0///////Negative///////
this is the worst sushi i have ever eat besides Costco's.	///////1.0///////Negative///////
All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.	///////1.0///////Positive///////
My boyfriend and i sat at the bar and had a completely delightful experience.	///////1.0///////Positive///////
Weird vibe from owners.	///////0.0///////Negative///////
There was hardly any meat.	///////0.0///////Negative///////
I've had better bagels from the grocery store.	///////0.0///////Negative///////
Go To Place for Gyros.	///////1.0///////Positive///////
I love the owner/chef, his one authentic Japanese cool dude!	///////1.0///////Positive///////
Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.	///////-0.32326143980026245///////Negative///////
I found a six inch long piece of wire in my salsa.	///////-0.3060852289199829///////Negative///////
The service was terrible, food was mediocre.	///////0.0///////Negative///////
We definately enjoyed ourselves.	///////1.0///////Positive///////
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.	///////1.0///////Negative///////
On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.	///////1.0///////Negative///////
I had about two bites and refused to eat anymore.	///////1.0///////Negative///////
The service was extremely slow.	///////0.0///////Negative///////
After 20 minutes wait, I got a table.	///////1.0///////Negative///////
Seriously killer hot chai latte.	///////-0.22358804941177368///////Positive///////
No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.	///////0.0///////Negative///////
My boyfriend tried the Mediterranean Chicken Salad and fell in love.	///////1.0///////Positive///////
Their rotating beers on tap is also a highlight of this place.	///////1.0///////Positive///////
Pricing is a bit of a concern at Mellow Mushroom.	///////0.0///////Negative///////
Worst Thai ever.	///////0.0///////Negative///////
If you stay in Vegas you must get breakfast here at least once.	///////1.0///////Positive///////
I want to first say our server was great and we had perfect service.	///////1.0///////Positive///////
The pizza selections are good.	///////1.0///////Positive///////
I had strawberry tea, which was good.	///////1.0///////Positive///////
Highly unprofessional and rude to a loyal patron!	///////0.0///////Negative///////
Overall, a great experience.	///////1.0///////Positive///////
Spend your money elsewhere.	///////1.0///////Negative///////
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!	///////1.0///////Positive///////
The Buffet at Bellagio was far from what I anticipated.	///////1.0///////Negative///////
And the drinks are WEAK, people!	///////0.0///////Negative///////
-My order was not correct.	///////0.0///////Negative///////
Also, I feel like the chips are bought, not made in house.	///////1.0///////Negative///////
After the disappointing dinner we went elsewhere for dessert.	///////-0.43083982914686203///////Negative///////
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!	///////1.0///////Positive///////
We won't be returning.	///////0.0///////Negative///////
This is my new fav Vegas buffet spot.	///////1.0///////Positive///////
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.	///////-0.028357118368148804///////Negative///////
Very, very sad.	///////0.0///////Negative///////
i felt insulted and disrespected, how could you talk and judge another human being like that?	///////0.0///////Negative///////
How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!	///////1.0///////Negative///////
I'm not impressed with the concept or the food.	///////0.0///////Negative///////
The only thing I wasn't too crazy about was their guacamole as I don't like it pur�ed.	///////-0.13985183835029602///////Negative///////
